ytid_V,Comments,Emotion,aspect_version,caption_version,shorth_aspect,short_caption,aspect_list,caption
07-3grCQ8EU_2,"Nothing polish in it. More like ""irish flok"".","Happy, slightly melancholic",TRUE,FALSE,,x,"polish folk music, wedding music, instrumental, polish fiddle, mandolin, baraban, festive, joyful, folk dance",This is a Polish folk music piece meant to be played at weddings. This is an instrumental piece. The melody is played by a Polish fiddle
07-3grCQ8EU_3,"More convincing polish, with foreign accent, Still stilistically innacurrate.","Content, slightly melancholic",FALSE,TRUE,,x,"polish folk music, wedding music, instrumental, polish fiddle, mandolin, baraban, festive, joyful, folk dance",This is a Polish folk music piece meant to be played at weddings. This is an instrumental piece. The melody is played by a Polish fiddle
07-3grCQ8EU_4,"More convincing polish, with foreign accent, Still stilistically innacurrate.","Content, slightly melancholic",FALSE,TRUE,,x,"polish folk music, wedding music, instrumental, polish fiddle, mandolin, baraban, festive, joyful, folk dance",This is a Polish folk music piece meant to be played at weddings. This is an instrumental piece. The melody is played by a Polish fiddle
08u-jdwjM74_1,,"Sad, exciting",TRUE,FALSE,,x,"pop song, boy band, male voice, bass, synth, programmed percussion, shaker, slow tempo, romantic song",This pop song features a male voice singing the main melody. This is accompanied by programmed percussion playing a simple beat. The snare is struck on alternate counts. The bass plays the root notes
08u-jdwjM74_2,,"Sad, exciting",TRUE,FALSE,,x,"pop song, boy band, male voice, bass, synth, programmed percussion, shaker, slow tempo, romantic song",This pop song features a male voice singing the main melody. This is accompanied by programmed percussion playing a simple beat. The snare is struck on alternate counts. The bass plays the root notes
08u-jdwjM74_3,,"Sad, melancholic",FALSE,TRUE,,x,"pop song, boy band, male voice, bass, synth, programmed percussion, shaker, slow tempo, romantic song",This pop song features a male voice singing the main melody. This is accompanied by programmed percussion playing a simple beat. The snare is struck on alternate counts. The bass plays the root notes
08u-jdwjM74_4,,"Sad, melancholic",FALSE,TRUE,,x,"pop song, boy band, male voice, bass, synth, programmed percussion, shaker, slow tempo, romantic song",This pop song features a male voice singing the main melody. This is accompanied by programmed percussion playing a simple beat. The snare is struck on alternate counts. The bass plays the root notes
0DYH0sqDXB8_1,,"Calm, relaxing, chill",TRUE,FALSE,,,"low quality, synth pad chords, punchy snare, heartbeat kick, shimmering hi hats, synth keys chords, easygoing, chill, groovy","The low quality recording features synth pad chords and synth keys chords played over punchy snare, heartbeat kick and shimmering hi hats. It sounds easygoing, chill and groovy."
0DYH0sqDXB8_2,,"Calm, relaxing, chill",TRUE,FALSE,,,"low quality, synth pad chords, punchy snare, heartbeat kick, shimmering hi hats, synth keys chords, easygoing, chill, groovy","The low quality recording features synth pad chords and synth keys chords played over punchy snare, heartbeat kick and shimmering hi hats. It sounds easygoing, chill and groovy."
0DYH0sqDXB8_3,,"Calm, relaxing, chill",FALSE,TRUE,,,"low quality, synth pad chords, punchy snare, heartbeat kick, shimmering hi hats, synth keys chords, easygoing, chill, groovy","The low quality recording features synth pad chords and synth keys chords played over punchy snare, heartbeat kick and shimmering hi hats. It sounds easygoing, chill and groovy."
0DYH0sqDXB8_4,,"Calm, relaxing, chill",FALSE,TRUE,,,"low quality, synth pad chords, punchy snare, heartbeat kick, shimmering hi hats, synth keys chords, easygoing, chill, groovy","The low quality recording features synth pad chords and synth keys chords played over punchy snare, heartbeat kick and shimmering hi hats. It sounds easygoing, chill and groovy."
0Gxn9FtaJFc_1,Does not follow the vocal command and makes it instrumental. ,"Sad, energetic",TRUE,FALSE,,x,"rock music, male vocal, synth, piano, bass guitar, acoustic drums, slow, melancholic",This is a rock music piece with a male vocal. The synth and the piano are playing the main melody in a minor scale while the bass guitar is supporting them in the background. 
0Gxn9FtaJFc_2,Does not follow the vocal command and makes it instrumental. ,"Sad, energetic",TRUE,FALSE,,x,"rock music, male vocal, synth, piano, bass guitar, acoustic drums, slow, melancholic",This is a rock music piece with a male vocal. The synth and the piano are playing the main melody in a minor scale while the bass guitar is supporting them in the background. 
0Gxn9FtaJFc_3,"Does not follow the vocal command and makes it instrumental. Favours the genre speficiation over specific instruments, not following the piano and synth are doing the melody command and instead using a guitar.","Sad, dreamy",FALSE,TRUE,,x,"rock music, male vocal, synth, piano, bass guitar, acoustic drums, slow, melancholic",This is a rock music piece with a male vocal. The synth and the piano are playing the main melody in a minor scale while the bass guitar is supporting them in the background. 
0Gxn9FtaJFc_4,"Does not follow the vocal command and makes it instrumental. Favours the genre speficiation over specific instruments, not following the piano and synth are doing the melody command and instead using a guitar.","Exciting, energetic",FALSE,TRUE,,x,"rock music, male vocal, synth, piano, bass guitar, acoustic drums, slow, melancholic",This is a rock music piece with a male vocal. The synth and the piano are playing the main melody in a minor scale while the bass guitar is supporting them in the background. 
0JbGxIR8JTk_1,Confounds afrobeat with african thematic and uses that for lyrics.,Happy,TRUE,FALSE,,x,"acoustic-electric nylon string guitar, fingerpicking, afrobeat, carribean, various african percussion, male singer, electric bass, syncopated drumset, free singing","Afrobeat inspired music with an island flavor. Fingerpicked acoustic-electric nylon string guitar carries the harmony, while a male singer sings freely. syncopated electric bass"
0JbGxIR8JTk_2,Confounds afrobeat with african thematic and uses that for lyrics.,Happy,TRUE,FALSE,,x,"acoustic-electric nylon string guitar, fingerpicking, afrobeat, carribean, various african percussion, male singer, electric bass, syncopated drumset, free singing","Afrobeat inspired music with an island flavor. Fingerpicked acoustic-electric nylon string guitar carries the harmony, while a male singer sings freely. syncopated electric bass"
0JbGxIR8JTk_3,,Happy,FALSE,TRUE,,x,"acoustic-electric nylon string guitar, fingerpicking, afrobeat, carribean, various african percussion, male singer, electric bass, syncopated drumset, free singing","Afrobeat inspired music with an island flavor. Fingerpicked acoustic-electric nylon string guitar carries the harmony, while a male singer sings freely. syncopated electric bass"
0JbGxIR8JTk_4,,Happy,FALSE,TRUE,,x,"acoustic-electric nylon string guitar, fingerpicking, afrobeat, carribean, various african percussion, male singer, electric bass, syncopated drumset, free singing","Afrobeat inspired music with an island flavor. Fingerpicked acoustic-electric nylon string guitar carries the harmony, while a male singer sings freely. syncopated electric bass"
0LLlcPiatiU_1,No pormted noises,"Exciting, groovy",TRUE,FALSE,x,x,"song fade, instrumental music, camera flash sounds, end credits music background, camera clicking tones, hip hop music, male singer, medium tempo, horns playing, fanfare, keyboard arpeggiated tones,","The song is mostly instrumental with a faint male vocal. The song is medium tempo with a slick drumming rhythm , booming bass line, siren tones and a keyboard playing  arpeggiated tones."
0LLlcPiatiU_2,No pormted noises,"Exciting, groovy",TRUE,FALSE,x,x,"song fade, instrumental music, camera flash sounds, end credits music background, camera clicking tones, hip hop music, male singer, medium tempo, horns playing, fanfare, keyboard arpeggiated tones,","The song is mostly instrumental with a faint male vocal. The song is medium tempo with a slick drumming rhythm , booming bass line, siren tones and a keyboard playing  arpeggiated tones."
0LLlcPiatiU_3,No vocal,"Content, chill",FALSE,TRUE,x,x,"song fade, instrumental music, camera flash sounds, end credits music background, camera clicking tones, hip hop music, male singer, medium tempo, horns playing, fanfare, keyboard arpeggiated tones,","The song is mostly instrumental with a faint male vocal. The song is medium tempo with a slick drumming rhythm , booming bass line, siren tones and a keyboard playing  arpeggiated tones."
0LLlcPiatiU_4,No vocal,"Disgust, agressive",FALSE,TRUE,x,x,"song fade, instrumental music, camera flash sounds, end credits music background, camera clicking tones, hip hop music, male singer, medium tempo, horns playing, fanfare, keyboard arpeggiated tones,","The song is mostly instrumental with a faint male vocal. The song is medium tempo with a slick drumming rhythm , booming bass line, siren tones and a keyboard playing  arpeggiated tones."
0OY8XXZ98rw_1,,"Angry, agressive,",TRUE,FALSE,,x,"metal, double pedal kick, punchy snare, shimmering cymbals, distorted flat male vocal, wide aggressive electric guitar riff, distorted bass guitar, energetic, aggressive, distorted, manic","The Metal song features a distorted flat male vocal singing over wide aggressive electric guitar riffs, distorted bass guitar, punchy snare, double pedal kick and shimmering cymbals."
0OY8XXZ98rw_2,,"Angry, aggressive, disgust",TRUE,FALSE,,x,"metal, double pedal kick, punchy snare, shimmering cymbals, distorted flat male vocal, wide aggressive electric guitar riff, distorted bass guitar, energetic, aggressive, distorted, manic","The Metal song features a distorted flat male vocal singing over wide aggressive electric guitar riffs, distorted bass guitar, punchy snare, double pedal kick and shimmering cymbals."
0OY8XXZ98rw_3,,"Angry, aggressive, disgust",FALSE,TRUE,,x,"metal, double pedal kick, punchy snare, shimmering cymbals, distorted flat male vocal, wide aggressive electric guitar riff, distorted bass guitar, energetic, aggressive, distorted, manic","The Metal song features a distorted flat male vocal singing over wide aggressive electric guitar riffs, distorted bass guitar, punchy snare, double pedal kick and shimmering cymbals."
0OY8XXZ98rw_4,,"Angry, aggressive, disgust",FALSE,TRUE,,x,"metal, double pedal kick, punchy snare, shimmering cymbals, distorted flat male vocal, wide aggressive electric guitar riff, distorted bass guitar, energetic, aggressive, distorted, manic","The Metal song features a distorted flat male vocal singing over wide aggressive electric guitar riffs, distorted bass guitar, punchy snare, double pedal kick and shimmering cymbals."
0QAaln-hjPw_1,Not clearly a male voice. Not an amateur recording.,Angry,TRUE,FALSE,,x,"amateur recording, synth bass, synth lead sound, digital drums, male voice sample, uptempo",This song contains digital drums playing along with a synth bass line creating the foundation of this song. Some drum elements are panned to both sides of the speakers. A synth lead sound is playing
0QAaln-hjPw_2,Not clearly a male voice. Not an amateur recording.,"Angry, aggressive, disgust",TRUE,FALSE,,x,"amateur recording, synth bass, synth lead sound, digital drums, male voice sample, uptempo",This song contains digital drums playing along with a synth bass line creating the foundation of this song. Some drum elements are panned to both sides of the speakers. A synth lead sound is playing
0QAaln-hjPw_3,,Angry,FALSE,TRUE,,x,"amateur recording, synth bass, synth lead sound, digital drums, male voice sample, uptempo",This song contains digital drums playing along with a synth bass line creating the foundation of this song. Some drum elements are panned to both sides of the speakers. A synth lead sound is playing
0QAaln-hjPw_4,,Angry,FALSE,TRUE,,x,"amateur recording, synth bass, synth lead sound, digital drums, male voice sample, uptempo",This song contains digital drums playing along with a synth bass line creating the foundation of this song. Some drum elements are panned to both sides of the speakers. A synth lead sound is playing
0S5zWt91Bwo_1,,"Happy, cheerful, slightly melancholic",TRUE,FALSE,,x,"amateur recording, acoustic guitars, mandolin, upright bass, uptempo, cheerful","This song contains acoustic guitars being strummed fast, a mandolin playing the lead melody in a higher pitch and an upright bass providing an almost walking bassline. "
0S5zWt91Bwo_2,,"Happy, cheerful, slightly melancholic",TRUE,FALSE,,x,"amateur recording, acoustic guitars, mandolin, upright bass, uptempo, cheerful","This song contains acoustic guitars being strummed fast, a mandolin playing the lead melody in a higher pitch and an upright bass providing an almost walking bassline. "
0S5zWt91Bwo_3,,"Happy, cheerful, slightly melancholic",FALSE,TRUE,,x,"amateur recording, acoustic guitars, mandolin, upright bass, uptempo, cheerful","This song contains acoustic guitars being strummed fast, a mandolin playing the lead melody in a higher pitch and an upright bass providing an almost walking bassline. "
0S5zWt91Bwo_4,,"Happy, slightly melancholic",FALSE,TRUE,,x,"amateur recording, acoustic guitars, mandolin, upright bass, uptempo, cheerful","This song contains acoustic guitars being strummed fast, a mandolin playing the lead melody in a higher pitch and an upright bass providing an almost walking bassline. "
0VjPCd62oKg_1,No sound of water,Happy,TRUE,FALSE,x,x,"instrumental, sound of water, water splashing, mind stimulating, songs for toddlers, kindergarten, songs for toddlers, animal sounds, learning about animals, duck song, ducks, song end, animated song,",This music is a clip of the end of the song. There is no music nor vocals. The audio clip begins with the sound of splashing water followed by ducks quacking before it fades and stops. 
0VjPCd62oKg_2,No sound of water,"Happy, simple",TRUE,FALSE,x,x,"instrumental, sound of water, water splashing, mind stimulating, songs for toddlers, kindergarten, songs for toddlers, animal sounds, learning about animals, duck song, ducks, song end, animated song,",This music is a clip of the end of the song. There is no music nor vocals. The audio clip begins with the sound of splashing water followed by ducks quacking before it fades and stops. 
0VjPCd62oKg_3,No sound of water,Happy,FALSE,TRUE,x,x,"instrumental, sound of water, water splashing, mind stimulating, songs for toddlers, kindergarten, songs for toddlers, animal sounds, learning about animals, duck song, ducks, song end, animated song,",This music is a clip of the end of the song. There is no music nor vocals. The audio clip begins with the sound of splashing water followed by ducks quacking before it fades and stops. 
0VjPCd62oKg_4,No sound of water,"Happy, slightly melancholic",FALSE,TRUE,x,x,"instrumental, sound of water, water splashing, mind stimulating, songs for toddlers, kindergarten, songs for toddlers, animal sounds, learning about animals, duck song, ducks, song end, animated song,",This music is a clip of the end of the song. There is no music nor vocals. The audio clip begins with the sound of splashing water followed by ducks quacking before it fades and stops. 
0ZXWSO_Y2C0_1,,"Angry, aggressive",TRUE,FALSE,,x,"melodic death metal, progressive metal, male vocal, pig squeal, distorted electric guitar, bass guitar, acoustic drums, aggressive, violent, chaotic",This is a melodic death metal music piece. There is a male vocal singing using the pig squeal technique in the lead. The electric guitar with heavy distortion is playing a hard-hitting riff. 
0ZXWSO_Y2C0_2,,"Surprise, epic, slightly sad",TRUE,FALSE,,x,"melodic death metal, progressive metal, male vocal, pig squeal, distorted electric guitar, bass guitar, acoustic drums, aggressive, violent, chaotic",This is a melodic death metal music piece. There is a male vocal singing using the pig squeal technique in the lead. The electric guitar with heavy distortion is playing a hard-hitting riff. 
0ZXWSO_Y2C0_3,,"Angry, aggressive, epic",FALSE,TRUE,,x,"melodic death metal, progressive metal, male vocal, pig squeal, distorted electric guitar, bass guitar, acoustic drums, aggressive, violent, chaotic",This is a melodic death metal music piece. There is a male vocal singing using the pig squeal technique in the lead. The electric guitar with heavy distortion is playing a hard-hitting riff. 
0ZXWSO_Y2C0_4,,"Angry, aggressive",FALSE,TRUE,,x,"melodic death metal, progressive metal, male vocal, pig squeal, distorted electric guitar, bass guitar, acoustic drums, aggressive, violent, chaotic",This is a melodic death metal music piece. There is a male vocal singing using the pig squeal technique in the lead. The electric guitar with heavy distortion is playing a hard-hitting riff. 
0abzD7hBTRk_1,Not clearly beatbox,Exciting,TRUE,FALSE,x,x,"vocalisation, medium fast tempo, male vocalist, punchy, boomy, buoyant, rap, dance groove, vocal percussionist, youthful, rhythmic, skilled, engaging, beat boxing, turn table imitation, vigorous,","This music clip is of a male vocalist doing a beat box. The tempo is medium fast with the vocalist imitating the digital drums, turntable and Dj mixer to a perfection. This vocal percussion is lively, "
0abzD7hBTRk_2,Not clearly beatbox,Exciting,TRUE,FALSE,x,x,"vocalisation, medium fast tempo, male vocalist, punchy, boomy, buoyant, rap, dance groove, vocal percussionist, youthful, rhythmic, skilled, engaging, beat boxing, turn table imitation, vigorous,","This music clip is of a male vocalist doing a beat box. The tempo is medium fast with the vocalist imitating the digital drums, turntable and Dj mixer to a perfection. This vocal percussion is lively, "
0abzD7hBTRk_3,Not clearly beatbox,Happy,FALSE,TRUE,x,x,"vocalisation, medium fast tempo, male vocalist, punchy, boomy, buoyant, rap, dance groove, vocal percussionist, youthful, rhythmic, skilled, engaging, beat boxing, turn table imitation, vigorous,","This music clip is of a male vocalist doing a beat box. The tempo is medium fast with the vocalist imitating the digital drums, turntable and Dj mixer to a perfection. This vocal percussion is lively, "
0abzD7hBTRk_4,Not clearly beatbox,"Happy, exciting",FALSE,TRUE,x,x,"vocalisation, medium fast tempo, male vocalist, punchy, boomy, buoyant, rap, dance groove, vocal percussionist, youthful, rhythmic, skilled, engaging, beat boxing, turn table imitation, vigorous,","This music clip is of a male vocalist doing a beat box. The tempo is medium fast with the vocalist imitating the digital drums, turntable and Dj mixer to a perfection. This vocal percussion is lively, "
0dPx94RPy2M_1,Not instrumental,Happy,TRUE,FALSE,,x,"advertisement, jingle, drill sounds, rock music, instrumental, electric guitar, keyboard, acoustic sounding drums, generic, simple tune",This is a jingle piece played in the background of an advertisement video. There are sounds coming from a drill. The piece in the background is an instrumental rock music piece. There is a keyboard 
0dPx94RPy2M_2,Not instrumental,"Happy, exciting, slightly melancholic",TRUE,FALSE,,x,"advertisement, jingle, drill sounds, rock music, instrumental, electric guitar, keyboard, acoustic sounding drums, generic, simple tune",This is a jingle piece played in the background of an advertisement video. There are sounds coming from a drill. The piece in the background is an instrumental rock music piece. There is a keyboard 
0dPx94RPy2M_3,,"Happy, Epic, Exciting",FALSE,TRUE,,x,"advertisement, jingle, drill sounds, rock music, instrumental, electric guitar, keyboard, acoustic sounding drums, generic, simple tune",This is a jingle piece played in the background of an advertisement video. There are sounds coming from a drill. The piece in the background is an instrumental rock music piece. There is a keyboard 
0dPx94RPy2M_4,Catchy known riff,"Exciting, Epic",FALSE,TRUE,,x,"advertisement, jingle, drill sounds, rock music, instrumental, electric guitar, keyboard, acoustic sounding drums, generic, simple tune",This is a jingle piece played in the background of an advertisement video. There are sounds coming from a drill. The piece in the background is an instrumental rock music piece. There is a keyboard 
0hfU27A6tus_1,No irish bouzouki,"Sad, Contemplative",TRUE,FALSE,,,"live performance, low quality audio, folk music, banjo, mandolin, irish bouzouki guitark, irish folk singing, eldery male vocals",This is the performance of an Irish folk song using a banjo and a mandolin. The singer is elderly and the guitars are layered. The banjo is used to play a simple motif that revolves around two chords.
0hfU27A6tus_2,No irish bouzouki,"Sad, Contemplative",TRUE,FALSE,,,"live performance, low quality audio, folk music, banjo, mandolin, irish bouzouki guitark, irish folk singing, eldery male vocals",This is the performance of an Irish folk song using a banjo and a mandolin. The singer is elderly and the guitars are layered. The banjo is used to play a simple motif that revolves around two chords.
0hfU27A6tus_3,No irish bouzouki,"Sad, Contemplative",FALSE,TRUE,,,"live performance, low quality audio, folk music, banjo, mandolin, irish bouzouki guitark, irish folk singing, eldery male vocals",This is the performance of an Irish folk song using a banjo and a mandolin. The singer is elderly and the guitars are layered. The banjo is used to play a simple motif that revolves around two chords.
0hfU27A6tus_4,No irish bouzouki,"Happy, melancholic, Contemplative",FALSE,TRUE,,,"live performance, low quality audio, folk music, banjo, mandolin, irish bouzouki guitark, irish folk singing, eldery male vocals",This is the performance of an Irish folk song using a banjo and a mandolin. The singer is elderly and the guitars are layered. The banjo is used to play a simple motif that revolves around two chords.
0khKvVDyYV4_1,"Not low quality, no references to it being an in-game audio",Happy,TRUE,FALSE,x,x,"low quality, popping sounds, echoing female exhale sound, shimmering hi hats, happy, fun, sweet female vocal, humming, claps, punchy kick, shimmering bells melody, groovy bass guitar, in game audio,","The low quality recording features an in-game audio recording that features an echoing female exhale sound, shimmering hi hats, claps, shimmering bells melody and groovy bass guitar."
0khKvVDyYV4_2,"Not low quality, no references to it being an in-game audio",Happy,TRUE,FALSE,x,x,"low quality, popping sounds, echoing female exhale sound, shimmering hi hats, happy, fun, sweet female vocal, humming, claps, punchy kick, shimmering bells melody, groovy bass guitar, in game audio,","The low quality recording features an in-game audio recording that features an echoing female exhale sound, shimmering hi hats, claps, shimmering bells melody and groovy bass guitar."
0khKvVDyYV4_3,"Not low quality, no references to it being an in-game audio","Happy, exciting",FALSE,TRUE,x,x,"low quality, popping sounds, echoing female exhale sound, shimmering hi hats, happy, fun, sweet female vocal, humming, claps, punchy kick, shimmering bells melody, groovy bass guitar, in game audio,","The low quality recording features an in-game audio recording that features an echoing female exhale sound, shimmering hi hats, claps, shimmering bells melody and groovy bass guitar."
0khKvVDyYV4_4,"Not low quality, no references to it being an in-game audio","Happy, dreamy",FALSE,TRUE,x,x,"low quality, popping sounds, echoing female exhale sound, shimmering hi hats, happy, fun, sweet female vocal, humming, claps, punchy kick, shimmering bells melody, groovy bass guitar, in game audio,","The low quality recording features an in-game audio recording that features an echoing female exhale sound, shimmering hi hats, claps, shimmering bells melody and groovy bass guitar."
0pewITE1550_1,,"Happy, chill",TRUE,FALSE,x,x,"poor audio quality, medium tempo, instrumental music, groovy rhythm, various percussion instruments, steady drum rhythm, various percussion hits, snares, drums, drum sticks, dance rhythm, samba,",The song is an instrumental. The song is medium tempo with various marching band drums playing in sync. The song is highly energetic and spirited. The song is bad in audio quality. 
0pewITE1550_2,,"Happy, chill",TRUE,FALSE,x,x,"poor audio quality, medium tempo, instrumental music, groovy rhythm, various percussion instruments, steady drum rhythm, various percussion hits, snares, drums, drum sticks, dance rhythm, samba,",The song is an instrumental. The song is medium tempo with various marching band drums playing in sync. The song is highly energetic and spirited. The song is bad in audio quality. 
0pewITE1550_3,,"Happy, Energetic",FALSE,TRUE,x,x,"poor audio quality, medium tempo, instrumental music, groovy rhythm, various percussion instruments, steady drum rhythm, various percussion hits, snares, drums, drum sticks, dance rhythm, samba,",The song is an instrumental. The song is medium tempo with various marching band drums playing in sync. The song is highly energetic and spirited. The song is bad in audio quality. 
0pewITE1550_4,,"Happy, Energetic",FALSE,TRUE,x,x,"poor audio quality, medium tempo, instrumental music, groovy rhythm, various percussion instruments, steady drum rhythm, various percussion hits, snares, drums, drum sticks, dance rhythm, samba,",The song is an instrumental. The song is medium tempo with various marching band drums playing in sync. The song is highly energetic and spirited. The song is bad in audio quality. 
0soVCtJgDTk_1,Not low quality,"sad, slightly melancholic",TRUE,FALSE,,x,"low quality, advertisement, camera shuttering sound effects, high pitched down sweeps, arpeggiated strings melody, epic, orchestra percussions, synth sound effects, exciting","The low quality recording features an advertisement that consists of camera shuttering effects and high pitched down sweeps, followed by arpeggiated strings melody, orchestra percussions "
0soVCtJgDTk_2,Not low quality,"Happy, slightly melancholic",TRUE,FALSE,,x,"low quality, advertisement, camera shuttering sound effects, high pitched down sweeps, arpeggiated strings melody, epic, orchestra percussions, synth sound effects, exciting","The low quality recording features an advertisement that consists of camera shuttering effects and high pitched down sweeps, followed by arpeggiated strings melody, orchestra percussions "
0soVCtJgDTk_3,Not low quality,"Happy, slightly melancholic",FALSE,TRUE,,x,"low quality, advertisement, camera shuttering sound effects, high pitched down sweeps, arpeggiated strings melody, epic, orchestra percussions, synth sound effects, exciting","The low quality recording features an advertisement that consists of camera shuttering effects and high pitched down sweeps, followed by arpeggiated strings melody, orchestra percussions "
0soVCtJgDTk_4,Not low quality,"Happy, slightly melancholic,",FALSE,TRUE,,x,"low quality, advertisement, camera shuttering sound effects, high pitched down sweeps, arpeggiated strings melody, epic, orchestra percussions, synth sound effects, exciting","The low quality recording features an advertisement that consists of camera shuttering effects and high pitched down sweeps, followed by arpeggiated strings melody, orchestra percussions "
0wYi8B9PXDY_1,"Instruments present although sparse, ignoring the prompt ""no instruments"". No humming.","Calm, chill",TRUE,FALSE,,,"vocal track, no instruments, male vocal, low-to-medium pitch singing, humming, idle, bored, monotonous, video game music",This is a video game theme being hummed by a male vocal. It is in the low-to-medium range. It conveys a feeling of idleness. Vocal samples can be lifted from this track to be used in beat-making.
0wYi8B9PXDY_2,"Instruments present although sparse, ignoring the prompt ""no instruments"". No humming.","Calm, chill",TRUE,FALSE,,,"vocal track, no instruments, male vocal, low-to-medium pitch singing, humming, idle, bored, monotonous, video game music",This is a video game theme being hummed by a male vocal. It is in the low-to-medium range. It conveys a feeling of idleness. Vocal samples can be lifted from this track to be used in beat-making.
0wYi8B9PXDY_3,"Instruments present although sparse, ignoring the prompt ""no instruments"". No humming. Not clearly male voice","Calm, chill",FALSE,TRUE,,,"vocal track, no instruments, male vocal, low-to-medium pitch singing, humming, idle, bored, monotonous, video game music",This is a video game theme being hummed by a male vocal. It is in the low-to-medium range. It conveys a feeling of idleness. Vocal samples can be lifted from this track to be used in beat-making.
0wYi8B9PXDY_4,"Instruments present although sparse, ignoring the prompt ""no instruments"". No humming. Not clearly male voice","Calm, chill",FALSE,TRUE,,,"vocal track, no instruments, male vocal, low-to-medium pitch singing, humming, idle, bored, monotonous, video game music",This is a video game theme being hummed by a male vocal. It is in the low-to-medium range. It conveys a feeling of idleness. Vocal samples can be lifted from this track to be used in beat-making.
11D0JdB7_4k_1,"No digeridoo, ambient noises included",Tense,TRUE,FALSE,,x,"didgeridoo song, droning sound, low pitch sounds, no voices, no other instruments",This song features a didgeridoo being played using the vibration produced by blowing the lips on the instrument. This produces a droning sound. The droning sound alternates with the bass sound
11D0JdB7_4k_2,"No digeridoo, ambient noises included","Calm, chill",TRUE,FALSE,,x,"didgeridoo song, droning sound, low pitch sounds, no voices, no other instruments",This song features a didgeridoo being played using the vibration produced by blowing the lips on the instrument. This produces a droning sound. The droning sound alternates with the bass sound
11D0JdB7_4k_3,"No digeridoo, ambient noises included","Calm, chill",FALSE,TRUE,,x,"didgeridoo song, droning sound, low pitch sounds, no voices, no other instruments",This song features a didgeridoo being played using the vibration produced by blowing the lips on the instrument. This produces a droning sound. The droning sound alternates with the bass sound
11D0JdB7_4k_4,No digeridoo,"Calm, chill",FALSE,TRUE,,x,"didgeridoo song, droning sound, low pitch sounds, no voices, no other instruments",This song features a didgeridoo being played using the vibration produced by blowing the lips on the instrument. This produces a droning sound. The droning sound alternates with the bass sound
15Mw2jyyHk0_1,,"Happy, energetic",TRUE,FALSE,,x,"instrumental, spanish guitar, energetic, vigorous, spirited, rhythmic guitar, extremely rapid guitar rhythm, dexterity, acoustic guitar accompaniment, muffled audio, inferior quality audio","This song is an instrumental. The tempo is fast and vigorous, with the musician playing a very rapid harmony on the Spanish guitar with an acoustic guitar accompaniment; the song is energetic, vibrant,"
15Mw2jyyHk0_2,,"Calm, content",TRUE,FALSE,,x,"instrumental, spanish guitar, energetic, vigorous, spirited, rhythmic guitar, extremely rapid guitar rhythm, dexterity, acoustic guitar accompaniment, muffled audio, inferior quality audio","This song is an instrumental. The tempo is fast and vigorous, with the musician playing a very rapid harmony on the Spanish guitar with an acoustic guitar accompaniment; the song is energetic, vibrant,"
15Mw2jyyHk0_3,,"Happy, energetic",FALSE,TRUE,,x,"instrumental, spanish guitar, energetic, vigorous, spirited, rhythmic guitar, extremely rapid guitar rhythm, dexterity, acoustic guitar accompaniment, muffled audio, inferior quality audio","This song is an instrumental. The tempo is fast and vigorous, with the musician playing a very rapid harmony on the Spanish guitar with an acoustic guitar accompaniment; the song is energetic, vibrant,"
15Mw2jyyHk0_4,,"Happy, energetic, exciting",FALSE,TRUE,,x,"instrumental, spanish guitar, energetic, vigorous, spirited, rhythmic guitar, extremely rapid guitar rhythm, dexterity, acoustic guitar accompaniment, muffled audio, inferior quality audio","This song is an instrumental. The tempo is fast and vigorous, with the musician playing a very rapid harmony on the Spanish guitar with an acoustic guitar accompaniment; the song is energetic, vibrant,"
19-GI2LzOtc_1,Not low quality,"Happy, exciting, epic",TRUE,FALSE,,x,"low quality, noisy, wide choir, sizzling triangle, wide brass melody, wide strings melody, epic, powerful, passionate","The low quality recording features a wide choir singing over widely spread strings and brass melody, followed by a sizzling triangle. It sounds epic, powerful and passionate."
19-GI2LzOtc_2,Not low quality,"Exciting, epic",TRUE,FALSE,,x,"low quality, noisy, wide choir, sizzling triangle, wide brass melody, wide strings melody, epic, powerful, passionate","The low quality recording features a wide choir singing over widely spread strings and brass melody, followed by a sizzling triangle. It sounds epic, powerful and passionate."
19-GI2LzOtc_3,Not low quality,"Exciting, epic",FALSE,TRUE,,x,"low quality, noisy, wide choir, sizzling triangle, wide brass melody, wide strings melody, epic, powerful, passionate","The low quality recording features a wide choir singing over widely spread strings and brass melody, followed by a sizzling triangle. It sounds epic, powerful and passionate."
19-GI2LzOtc_4,Not low quality,"Exciting, epic",FALSE,TRUE,,x,"low quality, noisy, wide choir, sizzling triangle, wide brass melody, wide strings melody, epic, powerful, passionate","The low quality recording features a wide choir singing over widely spread strings and brass melody, followed by a sizzling triangle. It sounds epic, powerful and passionate."
1Ccis4FDGwY_1,Labaled instrumental by the generator but has lyrics,"Content, melancholic",TRUE,FALSE,,x,"low quality, noisy, electric guitar melody, mellow, soft, passionate",The low quality recording features an electric guitar melody playing in the left channel only in the first half of the loop. 
1Ccis4FDGwY_2,,"Content, melancholic",TRUE,FALSE,,x,"low quality, noisy, electric guitar melody, mellow, soft, passionate",The low quality recording features an electric guitar melody playing in the left channel only in the first half of the loop. 
